League;Date;Get;Pay;Value;Confidence
Abyss;2017-12-11;Armourer's Scrap;Chaos Orb;0.03321;High
Abyss;2017-12-12;Armourer's Scrap;Chaos Orb;0.02851;High
Abyss;2017-12-13;Armourer's Scrap;Chaos Orb;0.02478;High
Abyss;2017-12-14;Armourer's Scrap;Chaos Orb;0.02142;High
Abyss;2017-12-15;Armourer's Scrap;Chaos Orb;0.01966;High
Abyss;2017-12-16;Armourer's Scrap;Chaos Orb;0.01823;High
Abyss;2017-12-17;Armourer's Scrap;Chaos Orb;0.01733;High
Abyss;2017-12-18;Armourer's Scrap;Chaos Orb;0.01697;High
Abyss;2017-12-19;Armourer's Scrap;Chaos Orb;0.01663;High
Abyss;2017-12-20;Armourer's Scrap;Chaos Orb;0.01657;High
Abyss;2017-12-21;Armourer's Scrap;Chaos Orb;0.01762;High
Abyss;2017-12-22;Armourer's Scrap;Chaos Orb;0.02137;High
Abyss;2017-12-23;Armourer's Scrap;Chaos Orb;0.01707;High
Abyss;2017-12-24;Armourer's Scrap;Chaos Orb;0.01649;High
Abyss;2017-12-25;Armourer's Scrap;Chaos Orb;0.01671;High
Abyss;2017-12-26;Armourer's Scrap;Chaos Orb;0.01667;High
Abyss;2017-12-27;Armourer's Scrap;Chaos Orb;0.01753;High
Abyss;2017-12-28;Armourer's Scrap;Chaos Orb;0.01986;High
Abyss;2017-12-29;Armourer's Scrap;Chaos Orb;0.02023;High
Abyss;2017-12-30;Armourer's Scrap;Chaos Orb;0.02299;High
Abyss;2017-12-31;Armourer's Scrap;Chaos Orb;0.0241;High
Abyss;2018-01-01;Armourer's Scrap;Chaos Orb;0.02372;High
Abyss;2018-01-02;Armourer's Scrap;Chaos Orb;0.0223;High
Abyss;2018-01-03;Armourer's Scrap;Chaos Orb;0.02192;High
Abyss;2018-01-04;Armourer's Scrap;Chaos Orb;0.02446;High
Abyss;2018-01-05;Armourer's Scrap;Chaos Orb;0.0258;High
Abyss;2018-01-06;Armourer's Scrap;Chaos Orb;0.02404;High
Abyss;2018-01-07;Armourer's Scrap;Chaos Orb;0.02283;High
Abyss;2018-01-08;Armourer's Scrap;Chaos Orb;0.02223;High
Abyss;2018-01-09;Armourer's Scrap;Chaos Orb;0.02437;High
Abyss;2018-01-10;Armourer's Scrap;Chaos Orb;0.02453;High
Abyss;2018-01-11;Armourer's Scrap;Chaos Orb;0.02427;High
Abyss;2018-01-12;Armourer's Scrap;Chaos Orb;0.02214;High
Abyss;2018-01-13;Armourer's Scrap;Chaos Orb;0.02305;High
Abyss;2018-01-14;Armourer's Scrap;Chaos Orb;0.02461;High
Abyss;2018-01-15;Armourer's Scrap;Chaos Orb;0.02433;High
Abyss;2018-01-16;Armourer's Scrap;Chaos Orb;0.0236;High
Abyss;2018-01-17;Armourer's Scrap;Chaos Orb;0.02475;High
Abyss;2018-01-18;Armourer's Scrap;Chaos Orb;0.02419;High
Abyss;2018-01-19;Armourer's Scrap;Chaos Orb;0.02163;High
Abyss;2018-01-20;Armourer's Scrap;Chaos Orb;0.02339;High
Abyss;2018-01-21;Armourer's Scrap;Chaos Orb;0.02266;High
Abyss;2018-01-22;Armourer's Scrap;Chaos Orb;0.02048;High
Abyss;2018-01-23;Armourer's Scrap;Chaos Orb;0.01987;High
Abyss;2018-01-24;Armourer's Scrap;Chaos Orb;0.02121;High
Abyss;2018-01-25;Armourer's Scrap;Chaos Orb;0.02265;High
Abyss;2018-01-26;Armourer's Scrap;Chaos Orb;0.02277;High
Abyss;2018-01-27;Armourer's Scrap;Chaos Orb;0.0201;High
Abyss;2018-01-28;Armourer's Scrap;Chaos Orb;0.02004;High
Abyss;2018-01-29;Armourer's Scrap;Chaos Orb;0.01993;High
Abyss;2018-01-30;Armourer's Scrap;Chaos Orb;0.01939;High
Abyss;2018-01-31;Armourer's Scrap;Chaos Orb;0.01914;High
Abyss;2018-02-01;Armourer's Scrap;Chaos Orb;0.01959;High
Abyss;2018-02-02;Armourer's Scrap;Chaos Orb;0.01975;High
Abyss;2018-02-03;Armourer's Scrap;Chaos Orb;0.01942;High
Abyss;2018-02-04;Armourer's Scrap;Chaos Orb;0.01953;High
Abyss;2018-02-05;Armourer's Scrap;Chaos Orb;0.01925;High
Abyss;2018-02-06;Armourer's Scrap;Chaos Orb;0.01972;High
Abyss;2018-02-07;Armourer's Scrap;Chaos Orb;0.01785;High
Abyss;2018-02-08;Armourer's Scrap;Chaos Orb;0.01672;High
Abyss;2018-02-09;Armourer's Scrap;Chaos Orb;0.01667;High
Abyss;2018-02-10;Armourer's Scrap;Chaos Orb;0.01651;High
Abyss;2018-02-11;Armourer's Scrap;Chaos Orb;0.01624;High
Abyss;2018-02-12;Armourer's Scrap;Chaos Orb;0.01581;High
Abyss;2018-02-13;Armourer's Scrap;Chaos Orb;0.01567;High
Abyss;2018-02-14;Armourer's Scrap;Chaos Orb;0.01632;High
Abyss;2018-02-15;Armourer's Scrap;Chaos Orb;0.01621;High
Abyss;2018-02-16;Armourer's Scrap;Chaos Orb;0.01616;High
Abyss;2018-02-17;Armourer's Scrap;Chaos Orb;0.01653;High
Abyss;2018-02-18;Armourer's Scrap;Chaos Orb;0.01651;High
Abyss;2018-02-19;Armourer's Scrap;Chaos Orb;0.01659;High
Abyss;2018-02-20;Armourer's Scrap;Chaos Orb;0.01594;High
Abyss;2018-02-21;Armourer's Scrap;Chaos Orb;0.0153;High
Abyss;2018-02-22;Armourer's Scrap;Chaos Orb;0.01604;High
Abyss;2018-02-23;Armourer's Scrap;Chaos Orb;0.01575;High
Abyss;2018-02-24;Armourer's Scrap;Chaos Orb;0.01561;High
Abyss;2018-02-25;Armourer's Scrap;Chaos Orb;0.01522;High
Abyss;2018-02-26;Armourer's Scrap;Chaos Orb;0.01438;High
Abyss;2017-12-08;Orb of Regret;Chaos Orb;1.77724;Low
Abyss;2017-12-09;Orb of Regret;Chaos Orb;0.73356;High
Abyss;2017-12-10;Orb of Regret;Chaos Orb;0.51162;High
Abyss;2017-12-11;Orb of Regret;Chaos Orb;0.63973;High
Abyss;2017-12-12;Orb of Regret;Chaos Orb;0.69709;High
Abyss;2017-12-13;Orb of Regret;Chaos Orb;0.70815;High
Abyss;2017-12-14;Orb of Regret;Chaos Orb;0.65709;High
Abyss;2017-12-15;Orb of Regret;Chaos Orb;0.62656;High
Abyss;2017-12-16;Orb of Regret;Chaos Orb;0.59666;High
Abyss;2017-12-17;Orb of Regret;Chaos Orb;0.58008;High
Abyss;2017-12-18;Orb of Regret;Chaos Orb;0.52976;High
Abyss;2017-12-19;Orb of Regret;Chaos Orb;0.51644;High
Abyss;2017-12-20;Orb of Regret;Chaos Orb;0.52723;High
Abyss;2017-12-21;Orb of Regret;Chaos Orb;0.54245;High
Abyss;2017-12-22;Orb of Regret;Chaos Orb;0.5409;High
Abyss;2017-12-23;Orb of Regret;Chaos Orb;0.51487;High
Abyss;2017-12-24;Orb of Regret;Chaos Orb;0.48944;High
Abyss;2017-12-25;Orb of Regret;Chaos Orb;0.48721;High
Abyss;2017-12-26;Orb of Regret;Chaos Orb;0.48723;High
Abyss;2017-12-27;Orb of Regret;Chaos Orb;0.49632;High
Abyss;2017-12-28;Orb of Regret;Chaos Orb;0.49833;High
Abyss;2017-12-29;Orb of Regret;Chaos Orb;0.54332;High
Abyss;2017-12-30;Orb of Regret;Chaos Orb;0.58865;High
Abyss;2017-12-31;Orb of Regret;Chaos Orb;0.61267;High
Abyss;2018-01-01;Orb of Regret;Chaos Orb;0.613;High
Abyss;2018-01-02;Orb of Regret;Chaos Orb;0.57949;High
Abyss;2018-01-03;Orb of Regret;Chaos Orb;0.55276;High
Abyss;2018-01-04;Orb of Regret;Chaos Orb;0.54517;High
Abyss;2018-01-05;Orb of Regret;Chaos Orb;0.53162;High
Abyss;2018-01-06;Orb of Regret;Chaos Orb;0.54758;High
Abyss;2018-01-07;Orb of Regret;Chaos Orb;0.55273;High
Abyss;2018-01-08;Orb of Regret;Chaos Orb;0.55443;High
Abyss;2018-01-09;Orb of Regret;Chaos Orb;0.55235;High
Abyss;2018-01-10;Orb of Regret;Chaos Orb;0.54146;High
Abyss;2018-01-11;Orb of Regret;Chaos Orb;0.55137;High
Abyss;2018-01-12;Orb of Regret;Chaos Orb;0.55574;High
Abyss;2018-01-13;Orb of Regret;Chaos Orb;0.56134;High
Abyss;2018-01-14;Orb of Regret;Chaos Orb;0.56241;High
Abyss;2018-01-15;Orb of Regret;Chaos Orb;0.55249;High
Abyss;2018-01-16;Orb of Regret;Chaos Orb;0.55794;High
Abyss;2018-01-17;Orb of Regret;Chaos Orb;0.56033;High
Abyss;2018-01-18;Orb of Regret;Chaos Orb;0.55827;High
Abyss;2018-01-19;Orb of Regret;Chaos Orb;0.56499;High
Abyss;2018-01-20;Orb of Regret;Chaos Orb;0.56769;High
Abyss;2018-01-21;Orb of Regret;Chaos Orb;0.56525;High
Abyss;2018-01-22;Orb of Regret;Chaos Orb;0.575;High
Abyss;2018-01-23;Orb of Regret;Chaos Orb;0.59344;High
Abyss;2018-01-24;Orb of Regret;Chaos Orb;0.61911;High
Abyss;2018-01-25;Orb of Regret;Chaos Orb;0.6274;High
Abyss;2018-01-26;Orb of Regret;Chaos Orb;0.65658;High
Abyss;2018-01-27;Orb of Regret;Chaos Orb;0.64741;High
Abyss;2018-01-28;Orb of Regret;Chaos Orb;0.66761;High
Abyss;2018-01-29;Orb of Regret;Chaos Orb;0.64952;High
Abyss;2018-01-30;Orb of Regret;Chaos Orb;0.66104;High
Abyss;2018-01-31;Orb of Regret;Chaos Orb;0.65644;High
Abyss;2018-02-01;Orb of Regret;Chaos Orb;0.66485;High
Abyss;2018-02-02;Orb of Regret;Chaos Orb;0.6558;High
Abyss;2018-02-03;Orb of Regret;Chaos Orb;0.65727;High
Abyss;2018-02-04;Orb of Regret;Chaos Orb;0.66369;High
Abyss;2018-02-05;Orb of Regret;Chaos Orb;0.6626;High
Abyss;2018-02-06;Orb of Regret;Chaos Orb;0.66345;High
Abyss;2018-02-07;Orb of Regret;Chaos Orb;0.66082;High
Abyss;2018-02-08;Orb of Regret;Chaos Orb;0.66359;High
Abyss;2018-02-09;Orb of Regret;Chaos Orb;0.63471;High
Abyss;2018-02-10;Orb of Regret;Chaos Orb;0.65491;High
Abyss;2018-02-11;Orb of Regret;Chaos Orb;0.66204;High
Abyss;2018-02-12;Orb of Regret;Chaos Orb;0.64882;High
Abyss;2018-02-13;Orb of Regret;Chaos Orb;0.63384;High
Abyss;2018-02-14;Orb of Regret;Chaos Orb;0.62484;High
Abyss;2018-02-15;Orb of Regret;Chaos Orb;0.64284;High
Abyss;2018-02-16;Orb of Regret;Chaos Orb;0.66416;High
Abyss;2018-02-17;Orb of Regret;Chaos Orb;0.66553;High
Abyss;2018-02-18;Orb of Regret;Chaos Orb;0.66529;High
Abyss;2018-02-19;Orb of Regret;Chaos Orb;0.66667;High
Abyss;2018-02-20;Orb of Regret;Chaos Orb;0.66248;High
Abyss;2018-02-21;Orb of Regret;Chaos Orb;0.66549;High
Abyss;2018-02-22;Orb of Regret;Chaos Orb;0.68581;High
Abyss;2018-02-23;Orb of Regret;Chaos Orb;0.67491;High
Abyss;2018-02-24;Orb of Regret;Chaos Orb;0.66921;High
Abyss;2018-02-25;Orb of Regret;Chaos Orb;0.7329;High
Abyss;2018-02-26;Orb of Regret;Chaos Orb;0.69492;High
Abyss;2017-12-08;Orb of Augmentation;Chaos Orb;5;Low
Abyss;2017-12-09;Orb of Augmentation;Chaos Orb;0.63528;High
Abyss;2017-12-10;Orb of Augmentation;Chaos Orb;0.06723;High
Abyss;2017-12-11;Orb of Augmentation;Chaos Orb;0.04969;High
Abyss;2017-12-12;Orb of Augmentation;Chaos Orb;0.04021;High
Abyss;2017-12-13;Orb of Augmentation;Chaos Orb;0.03527;High
Abyss;2017-12-14;Orb of Augmentation;Chaos Orb;0.03312;High
Abyss;2017-12-15;Orb of Augmentation;Chaos Orb;0.03201;High
Abyss;2017-12-16;Orb of Augmentation;Chaos Orb;0.02877;High
Abyss;2017-12-17;Orb of Augmentation;Chaos Orb;0.02654;High
Abyss;2017-12-18;Orb of Augmentation;Chaos Orb;0.02534;High
Abyss;2017-12-19;Orb of Augmentation;Chaos Orb;0.02437;High
Abyss;2017-12-20;Orb of Augmentation;Chaos Orb;0.02255;High
Abyss;2017-12-21;Orb of Augmentation;Chaos Orb;0.02223;High
Abyss;2017-12-22;Orb of Augmentation;Chaos Orb;0.02323;High
Abyss;2017-12-23;Orb of Augmentation;Chaos Orb;0.02334;High
Abyss;2017-12-24;Orb of Augmentation;Chaos Orb;0.02223;High
Abyss;2017-12-25;Orb of Augmentation;Chaos Orb;0.02224;High
Abyss;2017-12-26;Orb of Augmentation;Chaos Orb;0.02563;High
Abyss;2017-12-27;Orb of Augmentation;Chaos Orb;0.03151;High
Abyss;2017-12-28;Orb of Augmentation;Chaos Orb;0.02823;High
Abyss;2017-12-29;Orb of Augmentation;Chaos Orb;0.02946;High
Abyss;2017-12-30;Orb of Augmentation;Chaos Orb;0.03303;High
Abyss;2017-12-31;Orb of Augmentation;Chaos Orb;0.04154;High
Abyss;2018-01-01;Orb of Augmentation;Chaos Orb;0.03332;High
Abyss;2018-01-02;Orb of Augmentation;Chaos Orb;0.03265;High
Abyss;2018-01-03;Orb of Augmentation;Chaos Orb;0.03319;High
Abyss;2018-01-04;Orb of Augmentation;Chaos Orb;0.03299;High
Abyss;2018-01-05;Orb of Augmentation;Chaos Orb;0.03326;High
Abyss;2018-01-06;Orb of Augmentation;Chaos Orb;0.03333;High
Abyss;2018-01-07;Orb of Augmentation;Chaos Orb;0.03333;High
Abyss;2018-01-08;Orb of Augmentation;Chaos Orb;0.03333;High
Abyss;2018-01-09;Orb of Augmentation;Chaos Orb;0.03332;High
Abyss;2018-01-10;Orb of Augmentation;Chaos Orb;0.0339;High
Abyss;2018-01-11;Orb of Augmentation;Chaos Orb;0.03681;High
Abyss;2018-01-12;Orb of Augmentation;Chaos Orb;0.03715;High
Abyss;2018-01-13;Orb of Augmentation;Chaos Orb;0.03605;High
Abyss;2018-01-14;Orb of Augmentation;Chaos Orb;0.04266;High
Abyss;2018-01-15;Orb of Augmentation;Chaos Orb;0.04726;High
Abyss;2018-01-16;Orb of Augmentation;Chaos Orb;0.04564;High
Abyss;2018-01-17;Orb of Augmentation;Chaos Orb;0.04278;High
Abyss;2018-01-18;Orb of Augmentation;Chaos Orb;0.0385;High
Abyss;2018-01-19;Orb of Augmentation;Chaos Orb;0.03759;High
Abyss;2018-01-20;Orb of Augmentation;Chaos Orb;0.03825;High
Abyss;2018-01-21;Orb of Augmentation;Chaos Orb;0.03894;High
Abyss;2018-01-22;Orb of Augmentation;Chaos Orb;0.03922;High
Abyss;2018-01-23;Orb of Augmentation;Chaos Orb;0.03999;High
Abyss;2018-01-24;Orb of Augmentation;Chaos Orb;0.04004;High
Abyss;2018-01-25;Orb of Augmentation;Chaos Orb;0.04582;High
Abyss;2018-01-26;Orb of Augmentation;Chaos Orb;0.04688;High
Abyss;2018-01-27;Orb of Augmentation;Chaos Orb;0.04113;High
Abyss;2018-01-28;Orb of Augmentation;Chaos Orb;0.0415;High
Abyss;2018-01-29;Orb of Augmentation;Chaos Orb;0.04259;High
Abyss;2018-01-30;Orb of Augmentation;Chaos Orb;0.04237;High
Abyss;2018-01-31;Orb of Augmentation;Chaos Orb;0.04329;High
Abyss;2018-02-01;Orb of Augmentation;Chaos Orb;0.0448;High
Abyss;2018-02-02;Orb of Augmentation;Chaos Orb;0.04473;High
Abyss;2018-02-03;Orb of Augmentation;Chaos Orb;0.04313;High
Abyss;2018-02-04;Orb of Augmentation;Chaos Orb;0.04233;High
Abyss;2018-02-05;Orb of Augmentation;Chaos Orb;0.03934;High
Abyss;2018-02-06;Orb of Augmentation;Chaos Orb;0.04313;High
Abyss;2018-02-07;Orb of Augmentation;Chaos Orb;0.04299;High
Abyss;2018-02-08;Orb of Augmentation;Chaos Orb;0.04019;High
Abyss;2018-02-09;Orb of Augmentation;Chaos Orb;0.04279;High
Abyss;2018-02-10;Orb of Augmentation;Chaos Orb;0.04159;High
Abyss;2018-02-11;Orb of Augmentation;Chaos Orb;0.0398;High
Abyss;2018-02-12;Orb of Augmentation;Chaos Orb;0.03927;High
Abyss;2018-02-13;Orb of Augmentation;Chaos Orb;0.04016;High
Abyss;2018-02-14;Orb of Augmentation;Chaos Orb;0.04234;High
Abyss;2018-02-15;Orb of Augmentation;Chaos Orb;0.04181;High
Abyss;2018-02-16;Orb of Augmentation;Chaos Orb;0.04041;High
Abyss;2018-02-17;Orb of Augmentation;Chaos Orb;0.03925;High
Abyss;2018-02-18;Orb of Augmentation;Chaos Orb;0.03885;High
Abyss;2018-02-19;Orb of Augmentation;Chaos Orb;0.04084;High
Abyss;2018-02-20;Orb of Augmentation;Chaos Orb;0.04277;High
Abyss;2018-02-21;Orb of Augmentation;Chaos Orb;0.04326;High
Abyss;2018-02-22;Orb of Augmentation;Chaos Orb;0.04471;High
Abyss;2018-02-23;Orb of Augmentation;Chaos Orb;0.0439;High
Abyss;2018-02-24;Orb of Augmentation;Chaos Orb;0.04457;High
Abyss;2018-02-25;Orb of Augmentation;Chaos Orb;0.04467;High
Abyss;2018-02-26;Orb of Augmentation;Chaos Orb;0.04189;High
Abyss;2017-12-08;Orb of Alteration;Chaos Orb;5;Low
Abyss;2017-12-09;Orb of Alteration;Chaos Orb;0.64025;High
Abyss;2017-12-10;Orb of Alteration;Chaos Orb;0.03254;High
Abyss;2017-12-11;Orb of Alteration;Chaos Orb;0.03612;High
Abyss;2017-12-12;Orb of Alteration;Chaos Orb;0.04638;High
Abyss;2017-12-13;Orb of Alteration;Chaos Orb;0.04628;High
Abyss;2017-12-14;Orb of Alteration;Chaos Orb;0.04759;High
Abyss;2017-12-15;Orb of Alteration;Chaos Orb;0.0501;High
Abyss;2017-12-16;Orb of Alteration;Chaos Orb;0.0517;High
Abyss;2017-12-17;Orb of Alteration;Chaos Orb;0.05046;High
Abyss;2017-12-18;Orb of Alteration;Chaos Orb;0.05148;High
Abyss;2017-12-19;Orb of Alteration;Chaos Orb;0.05256;High
Abyss;2017-12-20;Orb of Alteration;Chaos Orb;0.05826;High
Abyss;2017-12-21;Orb of Alteration;Chaos Orb;0.06123;High
Abyss;2017-12-22;Orb of Alteration;Chaos Orb;0.06609;High
Abyss;2017-12-23;Orb of Alteration;Chaos Orb;0.06663;High
Abyss;2017-12-24;Orb of Alteration;Chaos Orb;0.0668;High
Abyss;2017-12-25;Orb of Alteration;Chaos Orb;0.07054;High
Abyss;2017-12-26;Orb of Alteration;Chaos Orb;0.0735;High
Abyss;2017-12-27;Orb of Alteration;Chaos Orb;0.07676;High
Abyss;2017-12-28;Orb of Alteration;Chaos Orb;0.07948;High
Abyss;2017-12-29;Orb of Alteration;Chaos Orb;0.08331;High
Abyss;2017-12-30;Orb of Alteration;Chaos Orb;0.08916;High
Abyss;2017-12-31;Orb of Alteration;Chaos Orb;0.09068;High
Abyss;2018-01-01;Orb of Alteration;Chaos Orb;0.08909;High
Abyss;2018-01-02;Orb of Alteration;Chaos Orb;0.08537;High
Abyss;2018-01-03;Orb of Alteration;Chaos Orb;0.08502;High
Abyss;2018-01-04;Orb of Alteration;Chaos Orb;0.08481;High
Abyss;2018-01-05;Orb of Alteration;Chaos Orb;0.08616;High
Abyss;2018-01-06;Orb of Alteration;Chaos Orb;0.08779;High
Abyss;2018-01-07;Orb of Alteration;Chaos Orb;0.08916;High
Abyss;2018-01-08;Orb of Alteration;Chaos Orb;0.09066;High
Abyss;2018-01-09;Orb of Alteration;Chaos Orb;0.09338;High
Abyss;2018-01-10;Orb of Alteration;Chaos Orb;0.09318;High
Abyss;2018-01-11;Orb of Alteration;Chaos Orb;0.09642;High
Abyss;2018-01-12;Orb of Alteration;Chaos Orb;0.09774;High
Abyss;2018-01-13;Orb of Alteration;Chaos Orb;0.09961;High
Abyss;2018-01-14;Orb of Alteration;Chaos Orb;0.09812;High
Abyss;2018-01-15;Orb of Alteration;Chaos Orb;0.09906;High
Abyss;2018-01-16;Orb of Alteration;Chaos Orb;0.09896;High
Abyss;2018-01-17;Orb of Alteration;Chaos Orb;0.09915;High
Abyss;2018-01-18;Orb of Alteration;Chaos Orb;0.09661;High
Abyss;2018-01-19;Orb of Alteration;Chaos Orb;0.09582;High
Abyss;2018-01-20;Orb of Alteration;Chaos Orb;0.09377;High
Abyss;2018-01-21;Orb of Alteration;Chaos Orb;0.0905;High
Abyss;2018-01-22;Orb of Alteration;Chaos Orb;0.09021;High
Abyss;2018-01-23;Orb of Alteration;Chaos Orb;0.09081;High
Abyss;2018-01-24;Orb of Alteration;Chaos Orb;0.09465;High
Abyss;2018-01-25;Orb of Alteration;Chaos Orb;0.09899;High
Abyss;2018-01-26;Orb of Alteration;Chaos Orb;0.10109;High
Abyss;2018-01-27;Orb of Alteration;Chaos Orb;0.10209;High
Abyss;2018-01-28;Orb of Alteration;Chaos Orb;0.09884;High
Abyss;2018-01-29;Orb of Alteration;Chaos Orb;0.09914;High
Abyss;2018-01-30;Orb of Alteration;Chaos Orb;0.09889;High
Abyss;2018-01-31;Orb of Alteration;Chaos Orb;0.0982;High
Abyss;2018-02-01;Orb of Alteration;Chaos Orb;0.09945;High
Abyss;2018-02-02;Orb of Alteration;Chaos Orb;0.09946;High
Abyss;2018-02-03;Orb of Alteration;Chaos Orb;0.09848;High
Abyss;2018-02-04;Orb of Alteration;Chaos Orb;0.09857;High
Abyss;2018-02-05;Orb of Alteration;Chaos Orb;0.09799;High
Abyss;2018-02-06;Orb of Alteration;Chaos Orb;0.09748;High
